experiment,mean_acc,std_acc,window_mean_acc,window_std_acc,wrong_total,total,acc_jazz,acc_metal,acc_pop
clean_train_filtered_1st_stage_test,0.34,0.01264911064067351,0.344,0.013338133946490232,165,250,0.20238095238095238,0.8072289156626506,0.012048192771084338
