experiment,mean_acc,std_acc,window_mean_acc,window_std_acc,wrong_total,total,acc_jazz,acc_metal,acc_pop
clean_pf_vs_clean_pf,0.992,0.016000000000000014,0.9675789473684212,0.014269274276067827,2,250,0.9880952380952381,0.9879518072289156,1.0
clean_pf_train_componentmatched_7th_pf_test,0.5720000000000001,0.04308131845707602,0.4934736842105263,0.03130689833976707,107,250,0.9880952380952381,0.0,0.7228915662650602
