experiment,mean_acc,std_acc,window_mean_acc,window_std_acc,acc_jazz,acc_metal,acc_pop
clean_train_noisy_test,0.34400000000000003,0.014966629547095755,0.3671578947368421,0.033962012345390785,0.2261904761904762,0.0,0.8072289156626506
