experiment,mean_acc,std_acc,window_mean_acc,window_std_acc,acc_jazz,acc_metal,acc_pop
clean_vs_clean,0.9800000000000001,0.025298221281347056,0.9621052631578948,0.016576858682130137,0.9880952380952381,0.9879518072289156,0.963855421686747
noisy_vs_noisy,0.852,0.02993325909419152,0.7637894736842106,0.04485050576120642,0.8690476190476191,0.8313253012048193,0.8554216867469879
