experiment,mean_acc,std_acc,window_mean_acc,window_std_acc,wrong_total,total,acc_jazz,acc_metal,acc_pop
clean_train_componentmatched_7th_stage_test,0.56,0.03577708763999662,0.4850526315789473,0.018752211319278622,110,250,0.9047619047619048,0.0,0.7710843373493976
