experiment,mean_acc,std_acc,window_mean_acc,window_std_acc,acc_jazz,acc_metal,acc_pop
clean_vs_clean,0.9879999999999999,0.016000000000000014,0.9656842105263157,0.01371817646959572,0.9880952380952381,0.9879518072289156,0.9879518072289156
noisy_vs_noisy,0.9120000000000001,0.044899888641287286,0.828,0.039501604161121584,0.9047619047619048,0.9518072289156626,0.8795180722891566
